id_lancamento;data_lancamento;competencia;centro_custo;projeto;unidade;fornecedor;cnpj;categoria;subcategoria;tipo_documento;numero_documento;descricao;quantidade;valor_unitario;valor_total;moeda;forma_pagamento;status_pagamento;aprovador
587;01/04/2023;2023-04;RH;Porto Sul  ;Manaus;CloudTec Soluções;9,295E+13;Segurança;Monitoramento;Boleto;939811;Monitoramento referente a Porto Sul;;169.59;3391.8;BRL;Cartão  ;Pendente;João Pereira  
1910;01/11/2022;2022-11;Engenharia;Usina Solar MG;NATAL;Global Tools Brasil;5,0886E+14;Serviços;Terceirização;Boleto;653143;;2.0;940.57;;BRL;Cartão;Pago;Marta Souza
1697;28/08/2024;2024-08; Administrativo;SANEAMENTO PE; Porto Alegre;Constrular LTDA;2,46961E+14;Viagens;Hospedagem;Di;510018;Hospedagem referente a Saneamento PE;5.0;859.86;4299.3;EUR;;Aprovado;Paulo andrade
1144;16/01/2025;2025-01;Manutenção;Ferrovias Centro-Oeste;Porto Alegre;Constrular LTDA;1,56145E+14;Consultoria;;Di;659564; Fiscal referente a Ferrovias Centro-Oeste;3.0;199.14;597.42;BRL;Boleto  ;Pendente;Fernanda Nunes
54;02/04/2022;2022-04;Logística;DataCenter Recife;Belo Horizonte;Logisway Transportes;3,51528E+13;Pessoal;Recrutamento;NF-e;715856;Recrutamento referente a datacenter recife – urgente;;-342.59;;EUR;TED;Pago;Bruno Araújo
152;08/10/2023;2023-10;Segurança; Refinaria RN;Manaus  ;Alfa Energia S.A.;8,0023E+13;Materiais;Cimento;Boleto;570998;Cimento referente a Refinaria RN;4.0;470.45;1881.8;BRL;PIX;Pago; João Pereira
404;15/02/2025;2025-02;Obras;Refinaria RN;Salvador;GeoMap Engenharia;4,20636E+11;Locação;Veículos;Di  ;493874;Veículos referente a Refinaria RN;;403.22;;BRL;Boleto;Rejeitado;Paulo Andrade
1155;02/04/2024;2024-04;Obras;DataCenter Recife;Porto Alegre;Serviços Gerais BR;91.847.389/6121-41;Serviços;Soldagem;NFS-e;897537;Soldagem referente a DataCenter Recife;1.0;;;BRL;;Pago;João pereira
208;22/10/2023;2023-10;Segurança  ;Ferrovias Centro-Oeste  ;Manaus;Segurpro monitoramento;4,93573E+11;Consultoria;JURÍDICA;Recibo;243960;Jurídica referente a Ferrovias Centro-Oeste;5.0;231.8;1159.0;BRL;Cartão;APROVADO;Fernanda Nunes
209;03/02/2024;2024-02;Administrativo;Porto Sul;Brasília; Topografia Silva ME;5,7525E+11;SEGURANÇA;Alarmes;Di;925780;Alarmes referente a Porto Sul  ;20.0;380.93;;BRL;PIX;Em análise;Fernanda Nunes
1683;18/01/2023;2023-01;Compras  ;Saneamento PE;Porto Alegre  ;GeoMap Engenharia;9,80028E+11;Materiais;Cimento;Recibo;197021;Cimento referente a Saneamento PE;2.0;697.43;113.94;BRL;TED;Pago;Fernanda Nunes
1123;10/03/2024;2024-03;Financeiro;Saneamento PE;Manaus;Alfa Energia S.A.;14.680.256/5035-79;PESSOAL;Treinamento;NF-e;996007;Treinamento referente a Saneamento PE;1.0;;240.45;EUR;Caixa;Pendente;Carla Lima
1889;12/08/2023;2023-08;Compras;Translado Offshore;Recife;Oficina do Aço;84.216.643/1169-63;Locação;Máquinas;Recibo;578707;Máquinas referente a Translado Offshore;3.0;;1272.93;BRL;TED;Rejeitado;João Pereira
9;23/05/2025;2025-05;Engenharia;Ferrovias Centro-Oeste;Fortaleza;Transportes Atlântico  ;7,08436E+14; Serviços; Montagem;NFS-e  ;496423;Montagem referente a Ferrovias Centro-Oeste;2.0;379.36;758.72;BRL;Boleto;Em análise;Carla Lima
1015;29/10/2022;2022-10;Manutenção  ;DataCenter Recife;Curitiba;Alfa Energia S.A.;2,60093E+11;Pessoal;Recrutamento;NF-e;339028;RECRUTAMENTO REFERENTE A DATACENTER RECIFE;2.0;454.9;909.8;BRL;Boleto;Em análise;Bruno araújo
1940;09/06/2024;2024-06;LOGÍSTICA;Porto Sul; Manaus;Companhia de Máquinas Orion;;Materiais;Ferramentas  ; NF-e;239911;;;311.29;1556.45;BRL;Boleto;Aprovado  ;João Pereira
1061;20/04/2023;2023-04;Financeiro;Ferrovias Centro-Oeste;Natal;Topografia silva me;9,35967E+11;Consultoria;Fiscal;Di;238944;Fiscal referente a Ferrovias Centro-Oeste  ;10.0;207.64;2076.4;BRL;Caixa;Pago;Paulo Andrade
453;15/09/2022;2022-09;Logística;PORTO SUL;Manaus;Global Tools Brasil;1,50022E+14;TI;Cloud; Di;992317;Cloud referente a Porto Sul;1.0;9683.41;2108.37;BRL;PIX;Pendente;Fernanda Nunes
1676;11/08/2022;2022-08;Obras;Ponte Amazônia;Brasília;GeoMap Engenharia;43.903.963/0900-94; Energia;Eletricidade;NF-e;222146;Eletricidade referente a Ponte Amazônia;5.0;572.06;2860.3;BRL;Boleto;Pendente;Bruno Araújo
254;02/06/2022;2022-06;Administrativo;Refinaria RN;Fortaleza;Constrular LTDA;9,21276E+14;Viagens;Passagens;Di;;Passagens referente a Refinaria RN – URGENTE;10.0;432.69;;BRL;Caixa;PAGO;João pereira
1328;28/03/2025;2025-03;Administrativo;Linha 4 Metro SP;Manaus;Transportes Atlântico;;Locação;Máquinas;Di;495350;Máquinas referente a Linha 4 Metro SP;;988.67;988.67;BRL;;Em análise;
897;25/12/2023;2023-12;TI;Refinaria RN;Brasília;CloudTec Soluções;9,56804E+13;TI;Hardware;Recibo;166972;;;1498.34;2996.68;BRL;PIX  ;Pendente  ;Paulo Andrade
1870;11/08/2023;2023-08;Engenharia;Usina solar mg;Fortaleza;SegurPro Monitoramento;5,33414E+14;TI;Hardware;Boleto  ;103485;Hardware referente a Usina Solar MG;2.0;851.48;;BRL;TED;Aprovado;Carla lima
881;16/03/2022;2022-03;FINANCEIRO;Refinaria RN;Belo Horizonte;Oficina do Aço;9,05648E+13;TI;Licenças;NF-e;448760;Licenças referente a Refinaria RN;2.0;280.25;;BRL;Boleto;Pago;Marta souza
1596;07/05/2023;2023-05;Compras;;Porto Alegre;Serviços Gerais BR;6,04772E+13;Viagens;Traslados;Recibo;222308;Traslados referente a Eólicas NE;2.0;4295.44;194.22;USD;Cartão;Aprovado;João Pereira
1565;01/08/2025;2025-08;Administrativo;Usina Solar MG;Belo Horizonte;Alfa Energia S.A.;9,41024E+11;Consultoria;Auditoria;NFS-e  ;704987;Auditoria referente a Usina Solar MG  ;1.0;562.59;562.59;BRL;TED;Pendente  ;Paulo Andrade
624;25/08/2024;2024-08;Manutenção;Linha 4 Metro SP;Natal;Logisway Transportes;;Segurança;Vigilância;NF-e;827515;Vigilância referente a Linha 4 Metro SP;20.0;;4000.0;BRL;Caixa;Aprovado;
346;27/05/2023;2023-05;Engenharia;Porto Sul  ;Belo horizonte;Cloudtec soluções;2,97437E+14;Viagens;Diárias;Boleto  ;466068;DIÁRIAS REFERENTE A PORTO SUL – URGENTE;1.0;753.35;753.35;BRL;Boleto;Em análise;Bruno Araújo
5;31/12/2024;2024-12;Administrativo;Refinaria RN;Porto Alegre;Consultoria Delta;3,74033E+13;Materiais;EPIs;Di;438063;EPIs referente a Refinaria RN;1.0;408.57;408.57;BRL;BOLETO;Em análise;Paulo Andrade
1788;14/10/2022;2022-10;TI;Ponte Amazônia; Natal;CloudTec Soluções;7,50916E+13;TI;Suporte;Recibo;486301;Suporte referente a Ponte Amazônia;;68943.83;442.76;USD;TED; Pendente;Fernanda Nunes
263;02/02/2023;2023-02;RH;Usina Solar MG  ;São Paulo;Global Tools Brasil;6,43114E+14;Serviços;Topografia;Di;147114;;2.0;126;252;BRL;Caixa;Em análise; João Pereira
1635;15/06/2022;2022-06;Engenharia;Linha 4 Metro SP;Brasília;Transportes Atlântico;8,97845E+14;Energia;Eletricidade  ;Nfs-e;862488;Eletricidade referente a Linha 4 Metro SP;2.0;280.7;561.4;BRL;Ted;Rejeitado;Fernanda Nunes
1322;07/01/2023;202301;Segurança;Usina Solar MG  ;Salvador;Transportes Atlântico;8,68569E+14;Pessoal;Horas Extras;NF-e;531108;Horas Extras referente a Usina Solar MG;2.0;769.61;1539.22;EUR;;Aprovado;Bruno Araújo
1439;09/07/2024;2024-07;Financeiro; Eólicas NE;Belo Horizonte;Metalúrgica phoenix;3,77821E+14;Serviços;Montagem;Di;528753;;2.0;534.03;1068.06;USD;PIX;REJEITADO;MARTA SOUZA
151;09/10/2024;2024-10;Obras;Linha 4 Metro SP  ;Brasília;Metalúrgica phoenix;9,92319E+13;Logística;Frete;Boleto;359797;Frete referente a Linha 4 Metro SP;20.0;1057.21;21144.2;BRL;TED;Pago;Bruno Araújo
473;28/04/2024;2024-04;Compras;Ponte Amazônia;Natal  ;Companhia de Máquinas Orion;7,22503E+14;Consultoria  ; Fiscal;NFS-e;523658;Fiscal referente a Ponte Amazônia;10.0;2675.69;26756.9;BRL; Caixa;Pago;Paulo andrade
1803;31/07/2025;2025-07;Administrativo;Translado offshore;SALVADOR;Oficina do Aço  ;3,33275E+11;Energia;Eletricidade;Recibo;921539;Eletricidade referente a Translado Offshore  ;2.0;376.74;753.48;USD;;Rejeitado;Paulo Andrade  
641;16/08/2024;2024-08;Segurança;Eólicas NE;São Paulo;Companhia de Máquinas Orion;4,05609E+13; Energia;Eletricidade;NFS-e;164314;Eletricidade referente a Eólicas NE;20.0;391.67;7833.4;BRL;TED  ;Pago;Bruno Araújo
872;31/08/2022;2022-08;ENGENHARIA;Refinaria RN;Natal;Topografia Silva ME;;Viagens; Hospedagem;Di;413913;Hospedagem referente a Refinaria RN;4.0;161.64;646.56;BRL;CAIXA;Em análise; Fernanda Nunes
1103;05/03/2023;2023-03;Obras;Saneamento PE;Manaus;Cloudtec soluções;7,55053E+14;Viagens;Alimentação;Boleto;;Alimentação referente a Saneamento PE;;456.96;913.92;BRL;TED;Em análise;Fernanda Nunes
551;02/01/2025;2025-01;Manutenção;PORTO SUL;Manaus;CloudTec Soluções;9,4413E+11;Energia; Gás;Di  ;249911;Gás referente a Porto Sul;2.0;164.8;329.6;USD;TED;Pago;Marta Souza
1921;23/10/2024;2024-10;Financeiro;Saneamento PE  ;Natal;Logisway Transportes;01.450.255/6920-62;Viagens;Traslados;NF-e;247621;Traslados referente a Saneamento PE;1.0;338.27;338.27;BRL;PIX;Aprovado;Fernanda Nunes
929;11/08/2023;2023-08;RH;Ponte Amazônia;Manaus;Logisway Transportes;2,48907E+14;Segurança;;NFS-e;244281;Brigada referente a Ponte Amazônia – URGENTE;10.0;281.24;2812.4;EUR;Pix;Em análise  ;João Pereira  
489;31/01/2024;2024-01;Financeiro;;Curitiba;Alfa Energia S.A.;;Energia;Combustível  ;Recibo;345615;Combustível referente a Ferrovias Centro-Oeste;2.0;855.06;1710.12;BRL;PIX; Pendente;Bruno Araújo
1735;13/08/2024;2024-08;FINANCEIRO;Porto Sul;Brasília; Alfa Energia S.A.;9,35408E+11;Energia;Eletricidade;NF-e;708412;Eletricidade referente a Porto Sul;5.0;979.01;4895.05;BRL;PIX;Pago;Marta Souza
1957;15/04/2023;2023-04;Compras;Porto Sul; Brasília;Logisway Transportes  ;9,56283E+14;TI;Licenças  ;NF-E;127091;Licenças referente a Porto Sul;20.0;2891.82;57836.4;BRL;Caixa;Pago;Paulo Andrade
1172;08/12/2023;2023-12;Segurança;Saneamento PE;Belo Horizonte;Consultoria Delta;16.130.403/8757-46;Pessoal;Benefícios;NF-e;766067;;10.0;209.76;2097.6;USD;Boleto;Pago;Bruno Araújo
147;14/01/2025;2025-01;Logística;Usina Solar MG;Salvador;SegurPro Monitoramento;7,96849E+13;Consultoria;Ambiental;Recibo;532153;Ambiental referente a Usina Solar MG;10.0;412,69;4126,9;BRL;TED;Aprovado;Marta Souza
1839;05/08/2022;2022-08;Financeiro; Ferrovias Centro-Oeste;Porto Alegre;Global Tools Brasil;65.808.834/2617-85;Pessoal;BENEFÍCIOS;Recibo;348160;Benefícios referente a Ferrovias Centro-Oeste;5.0;128.7;643.5;BRL;TED; Aprovado;Renato Leal
1370;29/09/2022;2022-09;Segurança;Eólicas NE;Salvador; Constrular LTDA;7,54205E+13;TI;Suporte  ;Recibo;838568;Suporte referente a Eólicas NE;;243,85;487,7;BRL;PIX;Aprovado;Fernanda Nunes
403;24/01/2025;2025-01;Obras;Eólicas NE; Fortaleza;Constrular LTDA;8,3115E+13;Pessoal;Benefícios;Boleto;193602;Benefícios referente a Eólicas NE – URGENTE;10.0;;10251.9;USD;Cartão;Aprovado;MARTA SOUZA
955;27/10/2023;2023-10;Administrativo;Ponte Amazônia;;CloudTec Soluções;4,06978E+11;Logística;Embalagens;Nfs-e;422479;Embalagens referente a Ponte Amazônia;5.0;207.02;1035.1;BRL;PIX;Pendente;
1807;12/05/2025;2025-05;Segurança;Usina Solar MG; Brasília;CloudTec Soluções;4,42752E+14;Segurança;Vigilância;NF-e;947529;Vigilância referente a Usina Solar MG;10.0;416.24;4162.4;EUR;TED;Pendente;Bruno Araújo
660;28/06/2025;2025-06;Financeiro;Translado Offshore;Natal;Transportes Atlântico;6,51209E+14;TI;Licenças;Boleto;258302;Licenças referente a Translado Offshore;4.0;835.39;3341.56;BRL;TED; Pago;
1795;04/07/2025;2025-07;Obras;Refinaria RN  ;Brasília;Hotelaria Nordeste;3,80839E+14;Locação;Veículos;Recibo;740147;Veículos referente a Refinaria RN;4.0;495.8;1983.2;BRL;TED;Em análise;Renato Leal
1373;23/09/2022;2022-09;Manutenção;Usina Solar MG  ;;Transportes Atlântico;22.185.129/5365-52;TI;Cloud;Boleto;325151;Cloud referente a Usina Solar MG;10.0;827.28;8272.8;BRL;PIX; Rejeitado;Paulo Andrade
464;02/12/2024;2024-12;Engenharia;DataCenter Recife;Belo Horizonte;Topografia Silva ME;1,9209E+12;Materiais;Ferramentas;Di;786469;;20.0;407.44;8148.8;USD;;Pendente;Renato Leal  
1350;05/02/2025;2025-02;Engenharia;DataCenter Recife;São Paulo;Transportes Atlântico;7,63792E+11;Viagens;Passagens;NF-e;200319;Passagens referente a DataCenter Recife;20.0;279.76;5595.2;EUR;Ted;Em análise;Marta Souza  
187;12/12/2024;2024-12;Segurança;Saneamento PE;RECIFE;GeoMap Engenharia;8,87708E+13;Consultoria;Jurídica;Di;301707;Jurídica referente a Saneamento PE;;272.59;2725.9;USD;Boleto;Aprovado;Renato Leal
1148;06/05/2023;2023-05; Obras;Ponte Amazônia  ;Natal;Metalúrgica Phoenix;7,45661E+14;Viagens;Alimentação;Di;314185;Alimentação referente a Ponte Amazônia;1.0;;1266.13;BRL;Cartão;EM ANÁLISE;Fernanda Nunes
1225;27/01/2022;2022-01;Administrativo;Translado Offshore  ; Brasília;Topografia Silva ME;2,90711E+11; Serviços;Montagem  ;Boleto;566922;;1.0;353.78;353.78;BRL;;Pago;João Pereira
609;21/05/2025;2025-05;Compras  ;Saneamento PE;Recife;Oficina do Aço;7,34675E+14;Consultoria  ;Auditoria;NFS-e;;Auditoria referente a Saneamento PE;10.0;204.09;2040.9;BRL;TED;Rejeitado;Marta Souza
144;09/06/2023;2023-06;Engenharia;USINA SOLAR MG; nan;Consultoria Delta;4,19597E+14;Pessoal  ;Benefícios;NFS-e;390172; Benefícios referente a Usina Solar MG;5.0;1213.92;6069.6;EUR;TED;Pendente;Carla Lima
752;10/09/2024;2024-09;Administrativo;Saneamento PE; Curitiba;METALÚRGICA PHOENIX;8,63834E+11;Consultoria;Fiscal;Boleto;548467;Fiscal referente a Saneamento PE;2.0;198.98;397.96;BRL;PIX;Rejeitado;Bruno Araújo
1535;08/06/2023;202306;Manutenção;Usina solar mg;São Paulo;Global Tools Brasil;3,07923E+14;CONSULTORIA;Auditoria;NFS-e;445398;AUDITORIA REFERENTE A USINA SOLAR MG;20.0;1077.77;21555.4;BRL;TED;Rejeitado  ;Marta Souza
982;21/08/2023;2023-08;RH;Porto Sul;São paulo;SegurPro Monitoramento;1,21742E+11;Energia;Gás;NF-e;726499; Gás referente a Porto Sul;;384.3;1152.9;BRL;Caixa;Aprovado;Bruno Araújo
198;02/06/2024;2024-06;Logística;Ferrovias Centro-Oeste;Natal  ;HOTELARIA NORDESTE;;Materiais;Tubulações;NFS-e;888226;Tubulações referente a Ferrovias Centro-Oeste;1.0;450.24;450.24;BRL;Boleto;Em análise;Fernanda Nunes
1634;30/08/2023;2023-08;Obras;Eólicas NE;Recife;Alfa Energia S.A.;6,21577E+13;Pessoal;Benefícios;Boleto;973485;Benefícios referente a Eólicas NE;10.0;513.19;5131.9;USD;Caixa;APROVADO; Fernanda Nunes
884;28/04/2022;2022-04;Financeiro;;São Paulo;GeoMap Engenharia;67.508.590/0757-77;Locação;Equipamentos;NF-e;702269;Equipamentos referente a Translado Offshore;4.0;365.16;1460.64;EUR;TED;Pago;Marta Souza
280;14/03/2023;2023-03;Compras;Usina Solar MG;Curitiba;CloudTec Soluções;71.504.690/1652-91;Logística  ;Seguro;Nf-e;145738;Seguro referente a Usina Solar MG;3.0;227.76;683.28;EUR;PIX;Aprovado;Bruno Araújo  
294;30/04/2025;2025/04;Engenharia;Usina Solar MG;Fortaleza; Hotelaria Nordeste;00.417.944/1679-01;Consultoria;Ambiental;Di;828690;Ambiental referente a Usina Solar MG;4.0;746.6;2986.4;BRL;TED;Aprovado;João Pereira
1970;12/08/2023;2023-08;Obras;Usina Solar MG;Belo Horizonte;Serviços Gerais BR;9,11145E+11;Logística;Despacho;Boleto;448675;DESPACHO REFERENTE A USINA SOLAR MG;;309,05;1236,2;BRL;Boleto;Pendente;Marta Souza
401;28/05/2023;202305;Obras;;Recife;CONSULTORIA DELTA;8,18452E+14;Consultoria;Auditoria; NF-e;889700; Auditoria referente a Usina Solar MG – URGENTE;3.0;623.4;1870.2;BRL;TED  ;Rejeitado;Bruno Araújo  
123;18/05/2023;2023-05; RH;Saneamento PE;São Paulo;GeoMap Engenharia;2,85368E+11;CONSULTORIA;;Di;141929;Jurídica referente a Saneamento PE;2.0;391.11;782.22;BRL;TED;Em análise;João Pereira
1208;29/01/2022;2022-01;Segurança;Linha 4 metro sp;Natal;Companhia de máquinas orion;03.903.210/5658-81;Logística;Embalagens;Boleto;705789;Embalagens referente a Linha 4 Metro SP;10.0;994.75;9947.5;BRL;PIX;Aprovado; João Pereira
203;01/09/2023;2023-09;Administrativo;DataCenter Recife;;Serviços Gerais BR;5,51131E+11;Materiais;Tubulações;Di;981435;Tubulações referente a DataCenter Recife  ;1.0;711.22;711.22;BRL;TED;Pago; Renato Leal
1463;12/08/2022;2022-08;RH;Porto Sul;Recife;Topografia Silva ME  ;38.650.150/4026-49;Logística;;Recibo;521499;Armazenagem referente a porto sul;10.0;561.82;5618.2;BRL;PIX  ;PENDENTE;RENATO LEAL
836;20/07/2025;2025-07;Financeiro;Ponte Amazônia;Fortaleza;Transportes Atlântico  ;3,28628E+14;Pessoal;Benefícios  ;NF-e;894272;Benefícios referente a ponte amazônia;20.0;;13714.0;BRL;;Pago;João Pereira
247;10/08/2023;2023-08;Manutenção;Ponte Amazônia;;Consultoria Delta;92.552.277/6933-24;Materiais; nan;Nfs-e;494302;TUBULAÇÕES REFERENTE A PONTE AMAZÔNIA;20.0;310.07;6201.4;BRL;Boleto;Pendente;Bruno Araújo
1440;08/01/2024;2024-01;Logística;Saneamento PE  ;;Oficina do Aço;9,97991E+12;TI;HARDWARE; Boleto;122469;Hardware referente a Saneamento PE;20.0;127,16;2543,2;BRL;TED;Pendente;Renato Leal
1734;16/06/2023;2023-06;Engenharia;Eólicas NE;Natal;Oficina do Aço;1,57246E+13; Segurança;Brigada;NFS-e;227210;Brigada referente a Eólicas NE;10.0;208,71;2087,1;BRL;Nan;Aprovado;Bruno Araújo
1892;28/08/2024;2024-08;Engenharia;Refinaria RN;Recife;Topografia Silva ME;2,78617E+13;Serviços; Soldagem;NF-e;923947;Soldagem referente a Refinaria RN;1.0;548.3;548.3;USD;Caixa;Pendente;Fernanda Nunes
730;03/02/2024;2024-02;Compras; DataCenter Recife;Fortaleza;Consultoria Delta;8,90711E+13; Materiais;Epis;NFS-e;110200;EPIs referente a DataCenter Recife;10.0;78.78;787.8;BRL;PIX;Aprovado;Carla Lima
1708;05/11/2022;2022-11;Engenharia;Porto Sul;Natal;Hotelaria Nordeste;62.381.784/6507-89;Pessoal  ;Benefícios; NF-e;526228;Benefícios referente a Porto Sul;5.0;;2503.0;BRL;Caixa  ;Rejeitado;João Pereira
1101;01/11/2023;2023-11;Financeiro  ;;;Serviços Gerais BR;; Materiais;EPIs;NF-e;107997;NAN;3.0;580.5;1741.5;BRL;TED;Pago;Bruno Araújo
1154;05/01/2024;2024-01;Administrativo; Ferrovias Centro-Oeste;Curitiba  ;Oficina do Aço;8,30926E+14;Viagens;Alimentação;NF-e;895996; Alimentação referente a Ferrovias Centro-Oeste;4.0;2268.11;9072.44;BRL; PIX;Rejeitado  ;
1662;04/04/2025;2025-04;Segurança;DataCenter Recife;;Topografia Silva ME;8,01201E+14;LOGÍSTICA;Embalagens;Di;141189;Embalagens referente a DataCenter Recife;20.0;478.76;9575.2;BRL;TED;Aprovado;PAULO ANDRADE
1427;09/06/2022;2022-06;RH;Translado Offshore;CURITIBA;Constrular LTDA;; Materiais;Ferramentas;NFS-e;496137;Ferramentas referente a Translado Offshore;2.0;256.85;513.7;BRL;PIX;Pendente;Bruno Araújo
385;18/10/2023;2023-10;Segurança;Linha 4 Metro SP  ;Brasília;Alfa Energia S.A.;1,81291E+14;Pessoal;Treinamento;Recibo;351365;Treinamento referente a linha 4 metro sp;;1146.8;4587.2;BRL;PIX;Aprovado;Marta Souza  
1899;30/04/2024;2024-04;Engenharia;Porto Sul;Recife;Constrular LTDA  ;7,98044E+14;Segurança;Brigada;NF-E;983131;Brigada referente a Porto Sul;5.0;268.26;1341.3;BRL;TED;Rejeitado;Bruno Araújo
1760;23/04/2023;2023-04;Logística;Translado Offshore;Fortaleza;GeoMap Engenharia;9,97255E+13;Logística;Despacho;Boleto;649723;DESPACHO REFERENTE A TRANSLADO OFFSHORE;2.0;508.23;1016.46;BRL;Caixa;Aprovado;Paulo andrade
855;18/08/2023;202308; TI;;Manaus;CloudTec Soluções;3,89075E+14;Serviços;Terceirização;Recibo;168657;Terceirização referente a Ferrovias Centro-Oeste;4.0;205.79;823.16;EUR;Caixa;Pago;Marta Souza
1590;31/03/2025;2025-03;RH;;Natal;CONSULTORIA DELTA;1,35456E+14;Logística;ARMAZENAGEM; Di;704515;Armazenagem referente a Porto Sul;2.0;334.32;668.64;BRL;Cartão;Aprovado;Renato Leal
220;03/10/2023;2023-10;RH;Porto Sul;Fortaleza;CloudTec Soluções;47.064.369/1000-49;Locação  ;GALPÃO;DI;976515;Galpão referente a Porto Sul;10.0;350.75;3507.5;BRL;Caixa;Rejeitado;Paulo Andrade
642;14/03/2025;2025-03;TI;Eólicas NE;São Paulo; Serviços Gerais BR;9,75473E+14;Pessoal;Treinamento;NFS-e;589904;Treinamento referente a Eólicas NE;3.0;796.06;2388.18;BRL;Caixa;Pendente;Paulo Andrade
2;10/05/2024;2024-05;TI;PORTO SUL;Manaus;Alfa Energia S.A.;8,12391E+11;Logística;Seguro; Boleto;323687;Seguro referente a Porto Sul  ;4.0;191.78;767.12;BRL;TED;Rejeitado;CARLA LIMA
113;11/02/2023;2023-02;Manutenção;Translado Offshore;Porto Alegre;Hotelaria Nordeste;9,34948E+13;Logística;Embalagens;NFS-e;688823;Embalagens referente a Translado Offshore;2.0;340.99;681.98;BRL;PIX  ;Aprovado; Fernanda Nunes
699;16/11/2023;2023-11;OBRAS;DataCenter Recife;Curitiba; GeoMap Engenharia;8,62237E+11;Energia; Diesel;NF-e;443128;Diesel referente a DataCenter Recife  ;3.0;234.89;704.67;USD;Boleto;Aprovado;RENATO LEAL
1105;13/03/2025;2025/03;Manutenção;Porto sul;Brasília; Constrular LTDA;1,95557E+13;TI;Cloud  ;Di;918782;Cloud referente a Porto Sul;3.0;1441,35;4324,05;BRL; Boleto;Aprovado;Carla Lima
952;29/07/2023;2023-07; Manutenção;;Brasília;Metalúrgica Phoenix;7,09209E+11;Energia;Combustível;Di;101147;Combustível referente a Ferrovias Centro-Oeste;2.0;216.89;433.78;BRL;;Em análise;Nan
1649;02/04/2022;2022-04;Obras;Saneamento PE  ;Fortaleza;Topografia Silva ME;2,93451E+13;Serviços;Soldagem;NFS-e  ;670212;Soldagem referente a Saneamento PE;3.0;307.56;922.68;BRL;TED;Rejeitado; Paulo Andrade
1637;30/12/2023;2023-12;Engenharia;;Fortaleza;Topografia Silva ME;4,31627E+11;Consultoria;Ambiental;Boleto;544790;Ambiental referente a Ponte Amazônia;1.0;-406.56;262.1;BRL; Cartão;Em análise;Marta Souza
1353;09/01/2024;2024-01; Segurança;Usina Solar MG;Recife;Metalúrgica Phoenix  ;6,98027E+14;TI;Licenças;Boleto;736526;Licenças referente a Usina Solar MG;2.0;621,85;1243,7;BRL;PIX;Rejeitado  ;
1411;23/01/2024;2024-01;Compras;Porto sul;Manaus;Companhia de Máquinas Orion;3,93454E+11;Locação;Máquinas;Boleto;193761;MÁQUINAS REFERENTE A PORTO SUL;10.0;-271.21;1198.7;BRL;TED; Rejeitado;Bruno Araújo
1410;25/07/2024;2024-07;Manutenção;DataCenter Recife;Porto Alegre;GeoMap Engenharia;45.366.850/8984-60;Pessoal;Folha;Di;834921;Folha referente a DataCenter Recife;5.0;434.77;2173.85;BRL;Boleto;Em análise;Bruno Araújo
1831;01/11/2024;2024-11;Financeiro;Usina Solar MG; Manaus;Alfa Energia S.A.;4,1224E+11;TI  ;Cloud;Recibo;511232;Cloud referente a Usina Solar MG;5.0;1731.31;8656.55;BRL;PIX;PAGO;Fernanda Nunes
1534;06/11/2024;202411;Obras;Ponte Amazônia;Brasília;Companhia de Máquinas Orion;66.409.364/1717-14;Materiais;Tubulações;Di;225588;Tubulações referente a ponte amazônia;2.0;404.08;808.16;EUR;Caixa;EM ANÁLISE;Carla Lima
1292;05/12/2022;2022-12;Logística;;Recife;Constrular LTDA;;Pessoal;Benefícios;Recibo;212042;Benefícios referente a Porto Sul;3.0;824.88;2474.64;BRL;Caixa; Pendente;Marta Souza
1954;20/11/2022;2022-11;Manutenção;Eólicas NE;;Topografia Silva ME  ;8,62207E+11; Logística;nan  ;NF-e;304106;Despacho referente a Eólicas NE;10.0;268.64;2686.4;EUR;Caixa;Aprovado;Marta Souza
442;12/03/2024;2024-03;TI;Porto Sul;Brasília;CloudTec Soluções;5,81654E+11;Serviços;Terceirização  ;NF-e;;Terceirização referente a Porto Sul;20.0;401.4;8028.0;BRL;Boleto  ;PAGO;PAULO ANDRADE
1521;20/09/2024;2024-09;Logística;Eólicas NE;FORTALEZA;Alfa Energia S.A.;15.877.137/0727-56;Viagens;;Recibo;621128;Passagens referente a Eólicas NE;4.0;369.07;1476.28;BRL;Boleto;PAGO;Carla Lima
1854;28/10/2024;2024-10;Compras;Linha 4 Metro SP;Recife;Serviços gerais br;3,50357E+14;TI;Telecom;NF-e;588371;Telecom referente a Linha 4 Metro SP;10.0;1163.27;11632.7;BRL;TED;Pendente;Marta Souza
1137;16/06/2025;2025-06;Administrativo;Translado Offshore;Fortaleza  ;CloudTec Soluções;4,48924E+14; Consultoria;Engenharia;NFS-e;428658; Engenharia referente a Translado Offshore;2.0;539.38;1078.76;BRL;Caixa;Pendente; Carla Lima
1716;22/05/2024;2024-05;Obras;Eólicas NE;Curitiba;Serviços Gerais BR;62.915.345/2022-53;Pessoal;Horas Extras;Recibo;826765;Horas Extras referente a Eólicas NE;3.0;;1735.65;BRL;Caixa  ;Em análise;
